timestamp,load_mw
2024-07-01 00:00:00,60.0
2024-07-01 01:00:00,63.96293102806929
2024-07-01 02:00:00,67.64424963887876
2024-07-01 03:00:00,70.78235525816893
2024-07-01 04:00:00,73.15424892310007
2024-07-01 05:00:00,74.59137995647556
2024-07-01 06:00:00,74.99162345595381
2024-07-01 07:00:00,74.32653745810369
2024-07-01 08:00:00,72.64338407125196
2024-07-01 09:00:00,70.06177095208835
2024-07-01 10:00:00,66.76515178824152
2024-07-01 11:00:00,62.98778977655754
2024-07-01 12:00:00,58.99811049382318
2024-07-01 13:00:00,55.079627132406465
2024-07-01 14:00:00,51.51079358504108
2024-07-01 15:00:00,48.54521705179002
2024-07-01 16:00:00,46.39363629398489
2024-07-01 17:00:00,45.208946190149575
2024-07-01 18:00:00,45.07533277367244
2024-07-01 19:00:00,46.00229083437596
2024-07-01 20:00:00,47.92394920308656
2024-07-01 21:00:00,50.70375166559632
2024-07-01 22:00:00,54.14416087254757
2024-07-01 23:00:00,58.000695669393316
2024-07-02 00:00:00,61.99930433060668
2024-07-02 01:00:00,65.85583912745243
2024-07-02 02:00:00,69.29624833440367
2024-07-02 03:00:00,72.07605079691345
2024-07-02 04:00:00,73.99770916562403
2024-07-02 05:00:00,74.92466722632756
2024-07-02 06:00:00,74.79105380985042
2024-07-02 07:00:00,73.60636370601512
2024-07-02 08:00:00,71.45478294820998
2024-07-02 09:00:00,68.48920641495893
2024-07-02 10:00:00,64.92037286759354
2024-07-02 11:00:00,61.00188950617682
2024-07-02 12:00:00,57.01221022344246
2024-07-02 13:00:00,53.23484821175847
2024-07-02 14:00:00,49.93822904791165
2024-07-02 15:00:00,47.35661592874804
2024-07-02 16:00:00,45.67346254189631
2024-07-02 17:00:00,45.00837654404618
2024-07-02 18:00:00,45.40862004352444
2024-07-02 19:00:00,46.84575107689992
2024-07-02 20:00:00,49.21764474183105
2024-07-02 21:00:00,52.35575036112123
2024-07-02 22:00:00,56.0370689719307
2024-07-02 23:00:00,59.99999999999999
